Reference,Property Type,Ad Type,Bedrooms,Bathrooms,Area (sqft),Details,Service Type,Address,Price (AED),DLD Permit Number,Agent ID
PF-AS-85508,Apartment,VERIFIED,1,2,1024,BURJ VIEWS | FULLY FURNISHED | VACANT END JUNE,PREMIUM,"Building 14, City Walk, Dubai",2199999,7130238071.0,e8be006f-0f8a-4445-a1f7-2ff4d151ef4b
AQ-S-23-00360,Villa,VERIFIED,6,7,7500,Exclusive | Brand New High Quality Villa,PREMIUM,"Jumeirah Park Homes, Jumeirah Park, Dubai",Ask,65256024985.0,8923f870-c27b-4738-bb6f-20ff4920b884
mubarakiya-4994075,Townhouse,UNVERIFIED,4,6,"2,744",4BR+Maid Room+Rooftop with Golf course View,PREMIUM,"The Townhouses at Al Hamra Village, Al Hamra Village, Ras Al Khaimah",Ask,,b99abec1-2b9d-40ad-8745-f59d05ed6349
PB-S-1784,Apartment,VERIFIED,1,2,798,Genuine Resale | Full Sea & Beach View | 1 Bedroom,PREMIUM,"Bluewaters Bay, Bluewaters, Dubai",3250000,71463007968.0,ee7261b4-2c34-4929-82f2-11dd6153490a
GS-S-39889,Penthouse,VERIFIED,5,7,10601,Luxury Serviced Penthouse Apartment w/ Plunge Pool,PREMIUM,"Mr. C Residences, Jumeirah 2, Jumeirah, Dubai",79000000,71380491349.0,6cc679bc-8386-45fc-a4e7-9bb25369562e
L-204369,Villa,UNVERIFIED,5,6,"6,550",City Skyline View | Main Lake | 5 Bedrooms,PREMIUM,"Master View, Mediterranean Clusters, Jumeirah Islands, Dubai",24999950,6586424000.0,b1f4fa7e-785c-4ab9-ae51-7cf86fc8dea5
L-182538,Villa,UNVERIFIED,4,5,"5,250",Upgraded | 4 Bedroom | Large plot | Vacant,PREMIUM,"Entertainment Foyer, Mediterranean Clusters, Jumeirah Islands, Dubai",19500000,6594741000.0,b1f4fa7e-785c-4ab9-ae51-7cf86fc8dea5
MD-712,Townhouse,VERIFIED,2,3,2421,Exclusive | Private Garden | Unique Layout,PREMIUM,"The Cedars, Yas Acres, Yas Island, Abu Dhabi",3000000,,59df9e63-b6ee-47cc-bafd-407dfe596560
tamaniproperties-4978496,Villa,VERIFIED,4,6,8500,4BR Mediterranean D1 Prime Location,PREMIUM,"District One Villas, District One, Mohammed Bin Rashid City, Dubai",15000000,1708585317.0,2d70b6eb-75a8-48de-af5b-6cd7805fc0ef
tamaniproperties-4983232,Villa,VERIFIED,6,8,13602,Modern Arabic 6 Bedroom Villa Prime Location,PREMIUM,"District One Villas, District One, Mohammed Bin Rashid City, Dubai",30000000,2025131802.0,2d70b6eb-75a8-48de-af5b-6cd7805fc0ef
SALE015383,Apartment,VERIFIED,2,2,833,Full Marina view / High Floor/ Upgraded,PREMIUM,"Studio One, Dubai Marina, Dubai",2200000,7135747930.0,d2e15afd-dc31-41a3-9317-7054f0154198
BHM-S-170831,Villa,VERIFIED,6,5,7500,Modern Villa | Rented | Great Location,PREMIUM,"Umm Al Sheif Villas, Umm Al Sheif, Dubai",30000000,6582632000.0,97e43ef2-e462-418c-afe6-1102b64d98c1
GRV220177,Apartment,VERIFIED,1,2,844,Exclusive | Modern Finish | Community View,PREMIUM,"Panorama at the Views Tower 2, Panorama at the Views, The Views, Dubai",1330000,7116539819.0,3b283ba5-1257-4f6c-bafd-4f637503a389
arabland-5040671,Apartment,VERIFIED,3,4,2043,No Commission | Fully Furnished | Golf View | 3BR+M,PREMIUM,"Golf Veduta A, Golf Veduta Hotel Apartments, DAMAC Hills, Dubai",2300000,7118049316.0,bccc19e6-5296-4a04-8550-33217e0f1c69
spaceandplace-4499367,Townhouse,VERIFIED,3,4,2744,Single Row | Close to pool & park | Great Location,PREMIUM,"Murooj Al Furjan, Al Furjan, Dubai",2500000,65367610130.0,c39fe082-3fc6-4f98-8e33-038894007093
flashgroup-5013261,Villa,UNVERIFIED,3,4,"3,774",Marvellous 3BR in Bermuda I Prime Location,PREMIUM,"Bermuda, Mina Al Arab, Ras Al Khaimah",2700000,,fa4c8445-ead1-4bce-9768-6df17457ec7e
VIS.ZMS1651,Villa,UNVERIFIED,2,4,"1,965",20 mints Close Dubai | 5% Down Payment | Freehold,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,0dbe2975-7df1-42c3-8de1-72c1309649a7
MLZTS-S-50494,Apartment,VERIFIED,3,3,1340,Spacious 3 BR+Maids | Townsquare | Nshama,PREMIUM,"Zahra Apartments 2A, Zahra Apartments, Town Square, Dubai",1295000,7123015590.0,f1ceaaf1-9615-478b-87e6-0385de947de8
TPL-S-3458,Villa,VERIFIED,4,5,5814,Semi-Detached | Rented | New World Style,PREMIUM,"Western Residence South, Falcon City of Wonders, Dubai",4800000,6528834200.0,ccfdf419-d6a1-4502-8308-6a8cdcaaee44
RL32013,Villa,UNVERIFIED,5,8,"8,403",Exclusive Forst Villa | Handover Q3-2023,PREMIUM,"Sobha Hartland, Mohammed Bin Rashid City, Dubai",19500000,6549472566.0,ca21cf50-3ffb-4f84-9710-b5afd899c722
TPL-S-3467,Apartment,VERIFIED,Studio,1,447,Fully Furnished | Canal View | Perfect Location,PREMIUM,"Giovanni Boutique Suites, Dubai Sports City, Dubai",400000,7117764596.0,65328ac9-0c46-4a00-9b4f-addae479b22b
MCC-S-12522,Townhouse,UNVERIFIED,4,5,"1,666",Handover Soon | Modern | Exclusive Community,PREMIUM,"Westar Azure, Jumeirah Village Circle, Dubai",2912000,456727633.0,ff515eb3-d273-42b3-8612-b0ae6644049f
R-Du-6,Apartment,VERIFIED,Studio,1,354,AMAZING STUDIO FOR SALE IN DOWNTOWN DUBAI,PREMIUM,"Dunya Tower, Burj Khalifa Area, Downtown Dubai, Dubai",810000,,162ef637-6dc8-48c4-89b0-37a70f84cc23
VIS.ZH1161,Villa,UNVERIFIED,4,5,"2,567",Own villa in Sharjah Lagoon|5%DP and PP FOR 6yrs,PREMIUM,"Hayyan, Sharjah",Ask,,0dbe2975-7df1-42c3-8de1-72c1309649a7
VIS.ZMA661,Apartment,UNVERIFIED,1,2,690,Closest to largest mall in Sharjah|University City,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,0dbe2975-7df1-42c3-8de1-72c1309649a7
DUB192138,Villa,VERIFIED,3,3,2258,Corner Plot | Backing Pool & Park | VOT,PREMIUM,"Springs 7, The Springs, Dubai",3699999,6914670100.0,eef8382f-4526-460c-ac72-c4fec46ca823
mon-4960778,Apartment,VERIFIED,1,2,736,Furnished Unit | High Floor | Partial Sea Views,PREMIUM,"Iris Blue, Dubai Marina, Dubai",1349890,179463644.0,5dca13e9-63a2-4d8d-b987-db25c5a9e66f
MD-780,Villa,UNVERIFIED,5,8,"5,909",Amazing V5 Med Corner Unit | Handover Dec 2023 |,PREMIUM,"Al Jubail Island, Abu Dhabi",13000000,,9a0e8d2b-bb47-4d70-b5f7-7c9cf26c7c96
marketfirst-4831219,Villa,VERIFIED,6,6,8133,"Unique Villa For Sale In Arabian Ranches, Mirador",PREMIUM,"Mirador, Arabian Ranches, Dubai",13500000,6510075500.0,201f8eb8-b740-4d6d-af53-c97a5e8c2bbc
MD-343,Townhouse,UNVERIFIED,2,3,"3,100",Exclusive Townhouse|Park Views |Premium Location,PREMIUM,"Al Jubail Island, Abu Dhabi",2650000,,9a0e8d2b-bb47-4d70-b5f7-7c9cf26c7c96
VIK 001,Townhouse,VERIFIED,4,5,3320,Single Row I 4 Bed I Ready To Move,PREMIUM,"Grand Views, Meydan Gated Community, Meydan, Dubai",4800000,6929622966.0,715a975e-b30d-4173-82e3-113ab33a0746
BHM-S-132187,Townhouse,VERIFIED,4,4,5133,Most sought after | Type C | Well Maintained,PREMIUM,"Al Muneera Townhouses-Island, Al Muneera, Al Raha Beach, Abu Dhabi",5150000,,6965720c-e28a-4a0b-b748-b11b708a3c2b
L-45989,Villa,VERIFIED,4,5,2469,Single Row | Large Plot | Exclusive Seller,PREMIUM,"Aura, Tilal Al Ghaf, Dubai",3500000,69373902904.0,f6519fd9-8beb-4607-9a5a-4bd849914948
ET-S-9712,Apartment,VERIFIED,2,3,1527,Vacant Now - Spacious 2 Bedroom - Corner Unit,PREMIUM,"DT1, Downtown Dubai, Dubai",3600000,71100939932.0,c680c4e1-b142-443f-9d72-d57a28133b01
JVCS-ROBIN-ECREST-1BR-FR,Apartment,UNVERIFIED,1,2,622,5% Booking | High Standard Living | Low Floor,PREMIUM,"The East Crest by Meteora, Jumeirah Village Circle, Dubai",742764,,da7232ca-fe97-4ca7-a3c8-6b392f0157b1
JVCS-ROBIN-BEVERLY-1BR-FR,Apartment,UNVERIFIED,1,2,699,20% Booking | Low Floor | Community View,PREMIUM,"Beverly Boulevard, Arjan, Dubai",850000,2020598799.0,da7232ca-fe97-4ca7-a3c8-6b392f0157b1
VADLA-S-50550,Villa,VERIFIED,3,3,3628,Exclusive | Stand Alone | Upgraded |CALL TODAY,PREMIUM,"Deema 3, Deema, The Lakes, Dubai",7150000,6511455200.0,7dfae134-4f0f-47e9-8b8f-b66eb187adb9
AP7362,Apartment,VERIFIED,2,2,1498,Vacant Now | High ROI | Spacious Layout,PREMIUM,"Al Thamam 51, Al Thamam, Remraam, Dubai",900000,7149805140.0,ec3b190d-da6f-4137-b724-dbe2d0d8386c
L-202492,Villa,VERIFIED,5,6,8117,Upgraded | 5 Beds | Cinema | Custom Villa,PREMIUM,"Ponderosa, The Villa, Dubai",8500000,6542917490.0,dc9750ca-8789-4e69-ad2d-360fff355f2c
PS-041301,Apartment,UNVERIFIED,2,3,"1,718",Full Palm View | Biggest Layout | High Floor,PREMIUM,"Address The Bay, EMAAR Beachfront, Dubai Harbour, Dubai",8700000,71418597576.0,1251cde7-84a6-4b18-8c00-9bc276879fda
PS-030809,Penthouse,UNVERIFIED,4,6,"5,088",Full Sea View | Luxurious Penthouse,PREMIUM,"Address The Bay, EMAAR Beachfront, Dubai Harbour, Dubai",32000000,71418612891.0,1251cde7-84a6-4b18-8c00-9bc276879fda
RNE-S-5329,Townhouse,VERIFIED,3,2,2383,3BR Townhouse | Brand New | Great Deal,PREMIUM,"Souk Al Warsan Townhouses H, Souk Al Warsan, International City, Dubai",1400000,71269257671.0,03724b0d-734a-4d8b-b389-3275c72fbb4c
TUN-S-4019,Villa,VERIFIED,5,5,5306,Stunning Upgraded | Great Location | Type 5,PREMIUM,"Saheel, Arabian Ranches, Dubai",8300000,6599277000.0,9e0fdb38-4745-45c2-8a8f-b228027c12f3
2.34579E+14,Apartment,UNVERIFIED,2,3,"1,450","Two rooms for sale near the Corniche, batch 33000",PREMIUM,"Ajman One Tower 7, Ajman One, Ajman Downtown, Ajman",Ask,,f1231438-f98e-4c4d-b09b-49284a04b6fc
MCC-S-13756,Apartment,UNVERIFIED,1,2,850,High Floor | Genuine Resale | Spacious,PREMIUM,"Damac City, Al Safa 1, Al Safa, Dubai",1900000,813117458.0,4667bd37-df58-4358-8f65-77932f254d0b
axc-3962584,Villa,VERIFIED,4,5,5000,VACANT | ATLANTIS VIEW | BEST LAYOUT,PREMIUM,"Garden Homes Frond O, Garden Homes, Palm Jumeirah, Dubai",28000000,6512950700.0,10e604e4-0a4f-440e-aa88-b43038e2ba42
PC-S-00874,Apartment,VERIFIED,Studio,1,356,Modern and Cozy| Partial Sea View| High Floor| VOT,PREMIUM,"Studio One, Dubai Marina, Dubai",950000,7135736086.0,746dc6ec-3804-4ff2-ad4f-3bb94ff39719
mth-4944766,Apartment,VERIFIED,2,3,1651,Luxury 2 BR | Corner Unit | Private Pool,PREMIUM,"Samana Santorini, Dubai Studio City, Dubai",1750000,71444960321.0,0d37cb92-5102-4783-a0e1-6aef0e763ab5
MJS 2BI 148,Apartment,VERIFIED,2,2,1123,New to Market / Sea View / High ROI,PREMIUM,"Beach Isle, EMAAR Beachfront, Dubai Harbour, Dubai",3750000,71301385913.0,cb8fa224-2f85-4ccc-81b4-db775c571dc3
SUP142185,Apartment,VERIFIED,2,3,1328,Vacant | Burj Khalifa View | 2 Bedroom,PREMIUM,"Zaafaran 4, Zaafaran, Old Town, Dubai",2800000,7119406600.0,78b22d8d-ed35-4509-87a5-8e9270e8249e
JVCS-UZM-LUMA21-1BR,Apartment,VERIFIED,Studio,1,422,Stunning Interior | Resale | Peaceful Community,PREMIUM,"Luma21, Jumeirah Village Circle, Dubai",600000,71390403314.0,662142ae-bcbf-4cda-9c1c-d5134952d323
eminence-4984520,Apartment,VERIFIED,1,1,860,Vacant | Stunning Marina View | Largest 1 Bedroom,PREMIUM,"Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai",2950000,71156984135.0,3825dfde-f9da-4b9c-b8aa-3080e73124e2
TREO-S-20401,Apartment,UNVERIFIED,2,2,"1,106",Best Deal In the Market I Motivated I Genuine,PREMIUM,"Act One | Act Two towers, Opera District, Downtown Dubai, Dubai",3700000,7132768676.0,387929e5-e264-42bc-bf3c-764cfb66c13c
PS-032101,Apartment,VERIFIED,3,4,1639,Park and Community View | Unfurnished | Lavish,PREMIUM,"Harbour Gate Tower 1, Harbour Gate, Dubai Creek Harbour (The Lagoons), Dubai",3100000,7140461995.0,13f67ffe-5de0-40b3-b873-017ab2501377
PS-050107,Apartment,UNVERIFIED,Studio,1,429,First Floor | Direct on Lagoon | Large Terrasse,PREMIUM,"AZIZI Riviera, Meydan One, Meydan, Dubai",615000,71234221324.0,789a66cc-78aa-4ea4-b475-ce58602bb684
julfar-5003430,Apartment,UNVERIFIED,1,2,"1,132",*AMAZING Sea-View 1-BHK FOR SALE | Julphar Tower,PREMIUM,"Julphar Residential Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah",Ask,,780376d7-0491-4742-8330-45f2c34d9218
VIS.P135,Villa,UNVERIFIED,3,5,"2,422",Villa 3BR / Limited Units !! / 5% DP/NO Commission,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,b4b1c048-c91e-4c20-87aa-284c127dad67
providentrealestatebroker-5013875,Apartment,VERIFIED,1,1,850,Exclusive Resale | Motivated Seller | Mid Floor,PREMIUM,"Damac City, Al Safa 1, Al Safa, Dubai",1900000,71408108447.0,2910deee-b97f-4e61-bc7b-af628be97916
HHRE-S-8327,Villa,VERIFIED,5,4,3952,Exclusive Al Mahra 5 bedroom Upgraded extended Private Pool,PREMIUM,"Al Mahra, Arabian Ranches, Dubai",8999999,6599508000.0,71a8acb7-8202-4aed-b594-f019edf44cb0
RL2978,Apartment,VERIFIED,3,4,1472,Burj Khalifa ViewI Luxury Living I High Floor,PREMIUM,"City Center Residences, Downtown Dubai, Dubai",5400000,71402451333.0,b19d193b-6fdf-48ca-8f04-c814668d8866
RL2930,Apartment,VERIFIED,2,3,1436,Vacant|Dubai Eye View|Furnished,PREMIUM,"Apartment Building 8, Bluewaters Residences, Bluewaters, Dubai",8200000,7148985428.0,2cd5a5dc-7314-4c92-b1cf-217493525937
VIS.P225,Villa,UNVERIFIED,4,6,"5,599",Zero Interest|1% Monthly On 6 Years |5% DP|Smart,PREMIUM,"Hayyan, Sharjah",Ask,,b4b1c048-c91e-4c20-87aa-284c127dad67
ush-5034743,Villa,VERIFIED,4,5,4421,Internal Location | Harmony 1 | Type A,PREMIUM,"Harmony, Tilal Al Ghaf, Dubai",5600000,65331227739.0,ee3cb11e-784c-4ead-9fcb-df12a2b701f9
layan-3994057,Apartment,VERIFIED,Studio,1,463,Luxury life in the Heart of the City!,PREMIUM,"Liberty House, DIFC, Dubai",1100000,1379061677.0,bf8aa68a-8faa-4bcf-9cba-83c2202f48cc
L-212932,Apartment,VERIFIED,1,2,768,1 Bedroom with Terrace | Vacant September,PREMIUM,"Al Andalus Tower D, Al Andalus, Jumeirah Golf Estates, Dubai",950000,71202984366.0,9e48dd57-368f-495c-bea4-7aec637485aa
rhre-4738959,Apartment,VERIFIED,2,2,1241,Damac Maison Distinction | Burj View | Vacant,PREMIUM,"Damac Maison The Distinction, Downtown Dubai, Dubai",2600000,7129991800.0,b15a1f3e-869f-4948-8c08-67de1533de9e
MCC-S-9979,Townhouse,UNVERIFIED,4,4,"2,470",Premium Corner Unit | Resale | Park/Pool View,PREMIUM,"Aura, Tilal Al Ghaf, Dubai",4000000,1578032059.0,31aa0f38-ce4c-42df-a6f5-c291c7f8dda6
MCC-S-12285,Townhouse,UNVERIFIED,4,5,"1,559",Exclusive | Great Location | Cash Buyer,PREMIUM,"Malta, Damac Lagoons, Dubai",2050000,1132087793.0,31aa0f38-ce4c-42df-a6f5-c291c7f8dda6
AGCO-S-4621,Apartment,VERIFIED,1,1,487,Brand New | Lowest Price | Luxury | Vacant,PREMIUM,"Creek Vistas Reserve, Sobha Hartland, Mohammed Bin Rashid City, Dubai",950000,71279472055.0,88a435ef-18cc-4518-82fa-89feb9829752
PP-S-2108,Villa,UNVERIFIED,5,7,"10,672",Maia | Park lane | Agents please excuse,PREMIUM,"Elysian Mansions, Tilal Al Ghaf, Dubai",22000000,553940338.0,3c350838-8561-4245-8f1a-88b39c0ca892
PP-S-2116,Villa,UNVERIFIED,5,5,"6,574",Largest layout | Park facing | Best price,PREMIUM,"Palm Hills, Dubai Hills Estate, Dubai",18000000,723319531.0,3c350838-8561-4245-8f1a-88b39c0ca892
AP7235,Apartment,VERIFIED,2,2,905,Canal View | Spacious Balcony | Vacant,PREMIUM,"Vera Residences, Business Bay, Dubai",1550000,7134236695.0,ec3b190d-da6f-4137-b724-dbe2d0d8386c
citytower-4937115,Villa,VERIFIED,3,4,3063,Exclusive 3Br District 5 Highly Upgraded with Pool,PREMIUM,"Legacy, Jumeirah Park, Dubai",5250000,6513757000.0,ff420d7d-be29-415d-abd8-d344116067bc
GS-S-35841,Villa,VERIFIED,6,8,13314,Lamborghini Designed Luxury Villa in Dubai Hills,PREMIUM,"Majestic Vistas, Dubai Hills Estate, Dubai",39000000,65232372539.0,bdfb496b-460f-4707-b185-46bbe3590681
MCSP-1314,Apartment,VERIFIED,1,1,714,Canal View | High-Floor 1BR | Vacant Unit,PREMIUM,"Sigma Towers, City Of Lights, Al Reem Island, Abu Dhabi",790000,,aa2449d8-ecab-498a-a6bb-b44cb3786ee2
HOF231389,Townhouse,UNVERIFIED,3,3,"1,948",Brand New TH | Great Location | Multiple Options,PREMIUM,"Sun, Arabian Ranches 3, Dubai",2300000,536818117.0,101caa69-1ce6-406d-a64b-0f0d3f3ee0a3
HOF230704,Villa,UNVERIFIED,4,5,"3,045",Genuine Resale | Single Row | Aura Gardens,PREMIUM,"Aura, Tilal Al Ghaf, Dubai",3900000,1374720335.0,101caa69-1ce6-406d-a64b-0f0d3f3ee0a3
MD-761,Townhouse,VERIFIED,3,4,4019,Exclusive | Biggest Layout | Single Row |,PREMIUM,"Redwoods, Yas Acres, Yas Island, Abu Dhabi",5500000,,59df9e63-b6ee-47cc-bafd-407dfe596560
CB-S-004041,Apartment,VERIFIED,3,3,2186,Vacant On Transfer | Furnished Apartment,PREMIUM,"Al Badia Residences, Dubai Festival City, Dubai",2799999,7130218500.0,4e3eb370-46a0-4c3f-838b-d23fbca0f401
BHM-S-148232,Apartment,VERIFIED,1,1,685,Open Sunset View | Top Floor | Exclusive Listing,PREMIUM,"Park Point Building A, Park Point, Dubai Hills Estate, Dubai",1275000,7135901813.0,e965e1ec-6e82-40bf-851a-014e2ac40b4e
CB-S-004341,Apartment,VERIFIED,1,2,835,Exclusive | Fully Furnished | Vacant | Good ROI,PREMIUM,"Bay Central West, Bay Central, Dubai Marina, Dubai",1285000,,ca31ab91-67c8-4ad6-bcff-afe5cffc03ea
DB-S-39638,Apartment,VERIFIED,2,3,1348,Spacious and Bright | Modern Style | Best Deal,PREMIUM,"Sherena Residence, Majan, Dubai",950000,7119426408.0,e738d16c-d104-498a-9f3d-9509a3598c6b
BHM-S-570686,Villa,VERIFIED,4,5,2551,4Br+M | Type G | Desert Facing | Single Row,PREMIUM,"Mira Oasis 2, Mira Oasis, Reem, Dubai",2500000,6918006906.0,5eb3f41a-e2f0-4a75-8f45-06ef358e45c7
ush-4959729,Villa,VERIFIED,5,8,6917,Harmony 3 | 5 Bed Large | Vastu | On the Park,PREMIUM,"Harmony, Tilal Al Ghaf, Dubai",8800000,65364730732.0,b49ad35e-f531-469b-a2f4-7a21bf600465
flashgroup-5012908,Villa,UNVERIFIED,4,5,"4,945",Supreme 4BR Luxurious Beach Home I Last Units,PREMIUM,"Marbella, Mina Al Arab, Ras Al Khaimah",Ask,,fa4c8445-ead1-4bce-9768-6df17457ec7e
PC-S-00890,Apartment,VERIFIED,1,2,804,Spacious | Vacant Soon |Chiller Free| High Floor,PREMIUM,"Azizi Farishta, Al Furjan, Dubai",720000,919876687.0,746dc6ec-3804-4ff2-ad4f-3bb94ff39719
PC-S-00837,Apartment,VERIFIED,2,3,905,High Floor| VOT| Two Parkings| Pool Facing,PREMIUM,"Azizi Star, Al Furjan, Dubai",850000,71392571362.0,746dc6ec-3804-4ff2-ad4f-3bb94ff39719
eva-4845065,Apartment,VERIFIED,3,5,3826,Stunning fully furnished 3 BR Townhouse | Sea View,PREMIUM,"Stella Maris, Dubai Marina, Dubai",11800000,7126081548.0,732055d2-31e2-40dc-977c-2b81ea801cb9
DUB134340,Villa,VERIFIED,2,2,1794,4E | Large Plot | Corner Plot | Springs 5,PREMIUM,"Springs 5, The Springs, Dubai",2399950,6914545700.0,eef8382f-4526-460c-ac72-c4fec46ca823
RAF 000131,Apartment,VERIFIED,2,3,1880,BURJ KHALIFA VIEW | EXCLUSIVE RESALE | CORNER UNIT,PREMIUM,"SLS Dubai Hotel & Residences, Business Bay, Dubai",6300000,1225829957.0,ae7d0c67-e9d4-41e7-804d-2467ca3c8c62
ark-9670465,Apartment,UNVERIFIED,2,1,"1,250",Scenic Lagoon View | 2 BR for Sale,PREMIUM,"Royal Breeze 4, Royal Breeze, Al Hamra Village, Ras Al Khaimah",795000,,40394a76-28ac-45db-8185-331bf51f23a2
greystone-5031624,Townhouse,VERIFIED,4,3,2280,SINGLE ROW | BEST LOCATION | EXCLUSIVE RESALE,PREMIUM,"Portofino, Damac Lagoons, Dubai",2300000,65397097824.0,9e16b25c-0966-4d72-b6f0-ab06528f301e
PS-053001,Apartment,VERIFIED,1,2,918,Payment plan | Genuine Resale | 1 Bedroom,PREMIUM,"Bluewaters Bay, Bluewaters, Dubai",3295000,71462998943.0,1562946c-8bae-4f3f-84a8-05b89a94eec5
spaceandplace-4886276,Villa,VERIFIED,4,5,4981,4BR|Semi Detached |Corner |Private Pool|Negotiable,PREMIUM,"The Pulse Beachfront, The Pulse, Dubai South (Dubai World Central), Dubai",2300000,69380468502.0,5f009a48-792f-462d-9b19-82d464d0517a
nshcollc-4957895,Apartment,UNVERIFIED,1,2,890,Exclusive/1BR | Priv Garde/free hold 0% Commission,PREMIUM,"Al Zahia 4, Al Zahia, Muwaileh Commercial, Sharjah",760000,,ba29bba3-085a-4a74-bd74-8d75e9109f49
TREO-S-20250,Apartment,VERIFIED,3,4,2012,Motivated Seller | Service Aprt | Burj View,PREMIUM,"Vida Residence Downtown, Downtown Dubai, Dubai",6800000,7116754766.0,1633c440-b000-4d34-965c-55db715dfebb
TREO-S-20369,Apartment,VERIFIED,2,3,1525,Hotel Apartment | Vacant Soon | Golf Views,PREMIUM,"Vida Residence 1, Vida Residence, The Hills, Dubai",3050000,7118024356.0,1633c440-b000-4d34-965c-55db715dfebb
achiever-3090061,Villa,VERIFIED,4,5,4892,Best Deal | Prime Location | Away From Cables,PREMIUM,"Legacy Nova Villas, Jumeirah Park, Dubai",5000000,1906483623.0,9def510e-23aa-418c-ac9c-b78cd3a08a65
axc-3962688,Apartment,VERIFIED,1,2,988,Bright and Spacious | New Building | Investor Deal,PREMIUM,"Alwan Residence 1, Dubai Production City (IMPZ), Dubai",949000,71299472648.0,18f75213-d94f-4484-8f40-6c01965b8f6c
mna-4962453,Villa,VERIFIED,3,4,1938,Vacant | Prime Location | Back to Back,PREMIUM,"Joy, Arabian Ranches 3, Dubai",2300000,69250330690.0,62e7f2f0-7091-40ec-bef4-825e275cc99a
uaere-5015133,Apartment,VERIFIED,Studio,1,447,Community View | Near Metro | Exclusive,PREMIUM,"Global Lake View, Lake Almas East, Jumeirah Lake Towers, Dubai",690000,7144459100.0,9a3ff19b-31ea-4e5f-9f7f-78d29fe306a1
PF-Jun-Five-AS-87382,Apartment,UNVERIFIED,Studio,1,315,Residential Side | Fully Furnished | Amazing View,PREMIUM,"Seven Palm, Palm Jumeirah, Dubai",1200000,71156696213.0,e01f76fe-d54d-4a96-9256-a0c2c1b48ddc
classicproperties-4157331,Apartment,VERIFIED,2,3,1273,BRAND NEW | 2 BED APARTMENT | 1 RESIDENCE WEST,PREMIUM,"1 Residences, Wasl1, Al Kifaf, Dubai",2400000,71418146035.0,e6cfe8b8-0309-47f1-bddc-fe84ff5d1d50
AP7379,Apartment,VERIFIED,Studio,1,415,Fantastic Location | Investment Deal | Burj View,PREMIUM,"Peninsula Three, Peninsula, Business Bay, Dubai",970000,71406128169.0,ec3b190d-da6f-4137-b724-dbe2d0d8386c
kf-3982910,Villa,UNVERIFIED,5,4,"7,104",Garden View│D2 5 Bed│Payment Plan,PREMIUM,"Golf Place 2, Golf Place, Dubai Hills Estate, Dubai",16750000,1513674556.0,3f65e3f9-1e86-43b9-a86e-e9ac56db3707
multiflags-4944578,Villa,UNVERIFIED,6,7,"7,000",تملك فيلا فخمه على البحيرة الكريستالية اقساط,PREMIUM,"Hayyan, Sharjah",Ask,,f1231438-f98e-4c4d-b09b-49284a04b6fc
kfr-4728201,Villa,UNVERIFIED,5,6,"7,111",Lagoon View │Multiple Options │Modern,PREMIUM,"Address Hillcrest, Dubai Hills Estate, Dubai",27100000,374993823.0,3f65e3f9-1e86-43b9-a86e-e9ac56db3707
DB-S-40207,Apartment,UNVERIFIED,3,4,"1,787",Middle Layout | Full Burj View | High Floor,PREMIUM,"Downtown Views II, Downtown Dubai, Dubai",4750000,7146467781.0,74966421-6d95-47f3-9655-cd318d8f3d32
PS-051207,Villa,UNVERIFIED,5,5,"7,233",Brand New | Best Deal | Big Size,PREMIUM,"South Bay, Dubai South (Dubai World Central), Dubai",8500000,276101801.0,fccde4bd-e511-44c7-b821-2f272bdfe3cb
RNP-S-2137,Apartment,VERIFIED,2,2,1694,Distinctive 2BR Apt| Exceptional Lifestyle,PREMIUM,"Serenia Living Tower 1, Serenia Living, Palm Jumeirah, Dubai",7000000,1465937182.0,bd26474a-f219-4317-83af-f792dfe07f1e
JVC-USA-LAYARESD-1BRR,Apartment,VERIFIED,1,2,890,Good Location | Spacious | Best Investment,PREMIUM,"Laya Residences, Jumeirah Village Circle, Dubai",770000,,629dfa34-b1c2-4651-b82c-e14e770397f2
greystone-4774033,Apartment,VERIFIED,2,4,1242,EXCLUSIVE**2 BEDROOMS+MAID |SPACIOUS| NICE VIEW,PREMIUM,"Glitz 3, Glitz, Dubai Studio City, Dubai",1050000,7121610906.0,efaa4057-cd1a-40ae-942f-69771b28fd33
MB-S-1876,Apartment,VERIFIED,2,3,1633,Corner | Large Unit | Sunset and Jumierah View,PREMIUM,"Park Gate Residences, Al Kifaf, Dubai",2499900,71150640735.0,4a3ec150-daa0-4b66-a84d-6735906549ec
PF-May-Twenty-Seven-VS-86852,Villa,UNVERIFIED,1,2,710,LOFT l HANDOVER 2024 l CLOSE TO POOL,PREMIUM,"Rukan 3, Rukan, Dubai",790000,,ba36a1dd-470d-4d9d-952b-24a2e97472b4
Deals-S0570,Villa,UNVERIFIED,4,5,"4,202",Corner Single Row | 4 Master's BR+Maid's,PREMIUM,"Fay Alreeman, Al Shamkha, Abu Dhabi",3360000,,c9dda5be-051b-4ea2-87e7-3bee21787878
